t[s],theta[rad],v[rad/s],a[rad/s^2],v0
4.162,-0.028861,-2.0051,0.283088,-2.0
4.163,-0.030866,-2.0048,0.302746,-2.0
4.164,-0.03287,-2.0045,0.3224,-2.0
4.165,-0.034875,-2.0042,0.34205,-2.0
4.166,-0.036878,-2.0038,0.361695,-2.0
4.167,-0.038882,-2.0035,0.381335,-2.0
4.168,-0.040885,-2.0031,0.400969,-2.0
4.169,-0.042888,-2.0027,0.420598,-2.0
4.17,-0.04489,-2.0023,0.440221,-2.0
4.171,-0.046892,-2.0018,0.459839,-2.0
4.172,-0.048893,-2.0014,0.479449,-2.0
4.173,-0.050894,-2.0009,0.499054,-2.0
4.174,-0.052894,-2.0004,0.518651,-2.0
4.175,-0.054894,-1.9999,0.538241,-2.0
4.176,-0.056893,-1.9993,0.557824,-2.0
4.177,-0.058892,-1.9988,0.577399,-2.0
4.178,-0.06089,-1.9982,0.596966,-2.0
4.179,-0.062888,-1.9976,0.616525,-2.0
4.18,-0.064885,-1.997,0.636075,-2.0
4.181,-0.066881,-1.9963,0.655617,-2.0
4.182,-0.068877,-1.9957,0.675149,-2.0
4.183,-0.070872,-1.995,0.694672,-2.0
4.184,-0.072866,-1.9943,0.714186,-2.0
4.185,-0.07486,-1.9936,0.73369,-2.0
4.186,-0.076853,-1.9929,0.753184,-2.0
4.187,-0.078845,-1.9921,0.772667,-2.0
4.188,-0.080836,-1.9913,0.79214,-2.0
4.189,-0.082827,-1.9905,0.811602,-2.0
4.19,-0.084816,-1.9897,0.831052,-2.0
4.191,-0.086805,-1.9889,0.850492,-2.0
4.192,-0.088793,-1.9881,0.869919,-2.0
4.193,-0.090781,-1.9872,0.889335,-2.0
4.194,-0.092767,-1.9863,0.908739,-2.0
4.195,-0.094752,-1.9854,0.92813,-2.0
4.196,-0.096737,-1.9845,0.947508,-2.0
4.197,-0.09872,-1.9835,0.966873,-2.0
4.198,-0.100703,-1.9825,0.986226,-2.0
4.199,-0.102684,-1.9816,1.005564,-2.0
4.2,-0.104665,-1.9805,1.024889,-2.0
4.201,-0.106644,-1.9795,1.0442,-2.0
4.202,-0.108623,-1.9785,1.063497,-2.0
4.203,-0.1106,-1.9774,1.082779,-2.0
4.204,-0.112577,-1.9763,1.102046,-2.0
4.205,-0.114552,-1.9752,1.121298,-2.0
4.206,-0.116526,-1.9741,1.140535,-2.0
4.207,-0.118499,-1.973,1.159756,-2.0
4.208,-0.120471,-1.9718,1.178962,-2.0
4.209,-0.122441,-1.9706,1.198151,-2.0
4.21,-0.124411,-1.9694,1.217324,-2.0
4.211,-0.126379,-1.9682,1.236481,-2.0
4.212,-0.128346,-1.967,1.255621,-2.0
4.213,-0.130312,-1.9657,1.274744,-2.0
4.214,-0.132276,-1.9644,1.293849,-2.0
4.215,-0.134239,-1.9632,1.312937,-2.0
4.216,-0.136201,-1.9618,1.332007,-2.0
4.217,-0.138162,-1.9605,1.351059,-2.0
4.218,-0.140121,-1.9592,1.370092,-2.0
4.219,-0.142079,-1.9578,1.389107,-2.0
4.22,-0.144035,-1.9564,1.408104,-2.0
4.221,-0.14599,-1.955,1.427081,-2.0
4.222,-0.147944,-1.9536,1.446039,-2.0
4.223,-0.149896,-1.9521,1.464977,-2.0
4.224,-0.151846,-1.9507,1.483895,-2.0
4.225,-0.153796,-1.9492,1.502794,-2.0
4.226,-0.155743,-1.9477,1.521672,-2.0
4.227,-0.157689,-1.9461,1.54053,-2.0
4.228,-0.159634,-1.9446,1.559367,-2.0
4.229,-0.161577,-1.943,1.578183,-2.0
4.23,-0.163519,-1.9415,1.596978,-2.0
4.231,-0.165458,-1.9399,1.615751,-2.0
4.232,-0.167397,-1.9383,1.634502,-2.0
4.233,-0.169333,-1.9366,1.653232,-2.0
4.234,-0.171268,-1.935,1.671939,-2.0
4.235,-0.173202,-1.9333,1.690625,-2.0
4.236,-0.175133,-1.9316,1.709287,-2.0
4.237,-0.177063,-1.9299,1.727926,-2.0
4.238,-0.178991,-1.9282,1.746543,-2.0
4.239,-0.180918,-1.9264,1.765136,-2.0
4.24,-0.182842,-1.9247,1.783705,-2.0
4.241,-0.184765,-1.9229,1.802251,-2.0
4.242,-0.186686,-1.9211,1.820772,-2.0
4.243,-0.188605,-1.9192,1.83927,-2.0
4.244,-0.190523,-1.9174,1.857743,-2.0
4.245,-0.192438,-1.9156,1.876191,-2.0
4.246,-0.194352,-1.9137,1.894614,-2.0
4.247,-0.196264,-1.9118,1.913012,-2.0
4.248,-0.198174,-1.9099,1.931384,-2.0
4.249,-0.200082,-1.9079,1.949731,-2.0
4.25,-0.201988,-1.906,1.968053,-2.0
4.251,-0.203892,-1.904,1.986348,-2.0
4.252,-0.205794,-1.902,2.004617,-2.0
4.253,-0.207694,-1.9,2.022859,-2.0
4.254,-0.209592,-1.898,2.041075,-2.0
4.255,-0.211488,-1.896,2.059263,-2.0
4.256,-0.213382,-1.8939,2.077425,-2.0
4.257,-0.215273,-1.8918,2.095559,-2.0
4.258,-0.217163,-1.8897,2.113666,-2.0
4.259,-0.219051,-1.8876,2.131744,-2.0
4.26,-0.220936,-1.8855,2.149795,-2.0
4.261,-0.22282,-1.8833,2.167818,-2.0
4.262,-0.224701,-1.8812,2.185812,-2.0
4.263,-0.22658,-1.879,2.203778,-2.0
4.264,-0.228457,-1.8768,2.221714,-2.0
4.265,-0.230331,-1.8746,2.239622,-2.0
4.266,-0.232203,-1.8723,2.257501,-2.0
4.267,-0.234073,-1.8701,2.27535,-2.0
4.268,-0.235941,-1.8678,2.293169,-2.0
4.269,-0.237807,-1.8655,2.310958,-2.0
4.27,-0.23967,-1.8632,2.328718,-2.0
4.271,-0.241531,-1.8609,2.346447,-2.0
4.272,-0.243389,-1.8585,2.364145,-2.0
4.273,-0.245245,-1.8561,2.381813,-2.0
4.274,-0.247099,-1.8538,2.399451,-2.0
4.275,-0.248951,-1.8514,2.417057,-2.0
4.276,-0.2508,-1.8489,2.434632,-2.0
4.277,-0.252646,-1.8465,2.452175,-2.0
4.278,-0.25449,-1.8441,2.469687,-2.0
4.279,-0.256332,-1.8416,2.487167,-2.0
4.28,-0.258171,-1.8391,2.504614,-2.0
4.281,-0.260007,-1.8366,2.52203,-2.0
4.282,-0.261841,-1.8341,2.539413,-2.0
4.283,-0.263673,-1.8315,2.556764,-2.0
4.284,-0.265502,-1.829,2.574082,-2.0
4.285,-0.267328,-1.8264,2.591367,-2.0
4.286,-0.269152,-1.8238,2.608619,-2.0
4.287,-0.270973,-1.8212,2.625837,-2.0
4.288,-0.272792,-1.8186,2.643022,-2.0
4.289,-0.274608,-1.8159,2.660173,-2.0
4.29,-0.276421,-1.8133,2.67729,-2.0
4.291,-0.278232,-1.8106,2.694374,-2.0
4.292,-0.28004,-1.8079,2.711423,-2.0
4.293,-0.281845,-1.8052,2.728437,-2.0
4.294,-0.283647,-1.8025,2.745417,-2.0
4.295,-0.285447,-1.7997,2.762363,-2.0
4.296,-0.287244,-1.797,2.779273,-2.0
4.297,-0.289038,-1.7942,2.796148,-2.0
4.298,-0.29083,-1.7914,2.812988,-2.0
4.299,-0.292618,-1.7886,2.829793,-2.0
4.3,-0.294404,-1.7857,2.846562,-2.0
4.301,-0.296187,-1.7829,2.863295,-2.0
4.302,-0.297967,-1.78,2.879992,-2.0
4.303,-0.299744,-1.7771,2.896653,-2.0
4.304,-0.301518,-1.7742,2.913278,-2.0
4.305,-0.303289,-1.7713,2.929866,-2.0
4.306,-0.305058,-1.7684,2.946418,-2.0
4.307,-0.306823,-1.7655,2.962933,-2.0
4.308,-0.308586,-1.7625,2.979411,-2.0
4.309,-0.310345,-1.7595,2.995852,-2.0
4.31,-0.312102,-1.7565,3.012255,-2.0
4.311,-0.313855,-1.7535,3.028621,-2.0
4.312,-0.315606,-1.7505,3.04495,-2.0
4.313,-0.317353,-1.7474,3.061241,-2.0
4.314,-0.319098,-1.7444,3.077494,-2.0
4.315,-0.320839,-1.7413,3.093709,-2.0
4.316,-0.322577,-1.7382,3.109886,-2.0
4.317,-0.324312,-1.7351,3.126025,-2.0
4.318,-0.326044,-1.732,3.142125,-2.0
4.319,-0.327773,-1.7288,3.158187,-2.0
4.32,-0.329499,-1.7257,3.17421,-2.0
4.321,-0.331221,-1.7225,3.190194,-2.0
4.322,-0.332941,-1.7193,3.206139,-2.0
4.323,-0.334657,-1.7161,3.222044,-2.0
4.324,-0.33637,-1.7129,3.237911,-2.0
4.325,-0.338079,-1.7096,3.253738,-2.0
4.326,-0.339786,-1.7064,3.269525,-2.0
4.327,-0.341489,-1.7031,3.285272,-2.0
4.328,-0.343188,-1.6998,3.30098,-2.0
4.329,-0.344885,-1.6965,3.316648,-2.0
4.33,-0.346578,-1.6932,3.332275,-2.0
4.331,-0.348268,-1.6899,3.347862,-2.0
4.332,-0.349955,-1.6865,3.363409,-2.0
4.333,-0.351638,-1.6832,3.378916,-2.0
4.334,-0.353318,-1.6798,3.394381,-2.0
4.335,-0.354994,-1.6764,3.409806,-2.0
4.336,-0.356667,-1.673,3.42519,-2.0
4.337,-0.358337,-1.6696,3.440533,-2.0
4.338,-0.360003,-1.6661,3.455834,-2.0
4.339,-0.361665,-1.6627,3.471095,-2.0
4.34,-0.363324,-1.6592,3.486314,-2.0
4.341,-0.36498,-1.6557,3.501491,-2.0
4.342,-0.366632,-1.6522,3.516627,-2.0
4.343,-0.368281,-1.6487,3.531721,-2.0
4.344,-0.369926,-1.6452,3.546773,-2.0
4.345,-0.371568,-1.6416,3.561783,-2.0
4.346,-0.373206,-1.638,3.576751,-2.0
4.347,-0.37484,-1.6345,3.591676,-2.0
4.348,-0.376471,-1.6309,3.60656,-2.0
4.349,-0.378099,-1.6273,3.6214,-2.0
4.35,-0.379722,-1.6237,3.636199,-2.0
4.351,-0.381342,-1.62,3.650954,-2.0
4.352,-0.382959,-1.6164,3.665667,-2.0
4.353,-0.384571,-1.6127,3.680337,-2.0
4.354,-0.38618,-1.609,3.694963,-2.0
4.355,-0.387786,-1.6053,3.709547,-2.0
4.356,-0.389387,-1.6016,3.724087,-2.0
4.357,-0.390985,-1.5979,3.738585,-2.0
4.358,-0.392579,-1.5942,3.753038,-2.0
4.359,-0.39417,-1.5904,3.767448,-2.0
4.36,-0.395756,-1.5866,3.781815,-2.0
4.361,-0.397339,-1.5828,3.796138,-2.0
4.362,-0.398918,-1.5791,3.810417,-2.0
4.363,-0.400493,-1.5752,3.824652,-2.0
4.364,-0.402065,-1.5714,3.838843,-2.0
4.365,-0.403632,-1.5676,3.85299,-2.0
4.366,-0.405196,-1.5637,3.867092,-2.0
4.367,-0.406756,-1.5599,3.881151,-2.0
4.368,-0.408312,-1.556,3.895165,-2.0
4.369,-0.409864,-1.5521,3.909134,-2.0
4.37,-0.411412,-1.5482,3.923059,-2.0
4.371,-0.412956,-1.5442,3.93694,-2.0
4.372,-0.414497,-1.5403,3.950775,-2.0
4.373,-0.416033,-1.5364,3.964566,-2.0
4.374,-0.417566,-1.5324,3.978312,-2.0
4.375,-0.419094,-1.5284,3.992013,-2.0
4.376,-0.420618,-1.5244,4.005668,-2.0
4.377,-0.422139,-1.5204,4.019279,-2.0
4.378,-0.423655,-1.5164,4.032844,-2.0
4.379,-0.425168,-1.5124,4.046364,-2.0
4.38,-0.426676,-1.5083,4.059839,-2.0
4.381,-0.42818,-1.5043,4.073268,-2.0
4.382,-0.42968,-1.5002,4.086652,-2.0
4.383,-0.431176,-1.4961,4.09999,-2.0
4.384,-0.432668,-1.492,4.113282,-2.0
4.385,-0.434156,-1.4879,4.126529,-2.0
4.386,-0.43564,-1.4838,4.13973,-2.0
4.387,-0.43712,-1.4796,4.152885,-2.0
4.388,-0.438595,-1.4755,4.165993,-2.0
4.389,-0.440066,-1.4713,4.179056,-2.0
4.39,-0.441534,-1.4671,4.192073,-2.0
4.391,-0.442997,-1.4629,4.205044,-2.0
4.392,-0.444455,-1.4587,4.217968,-2.0
4.393,-0.44591,-1.4545,4.230846,-2.0
4.394,-0.44736,-1.4503,4.243678,-2.0
4.395,-0.448806,-1.446,4.256463,-2.0
4.396,-0.450248,-1.4418,4.269201,-2.0
4.397,-0.451685,-1.4375,4.281894,-2.0
4.398,-0.453119,-1.4332,4.294539,-2.0
4.399,-0.454548,-1.4289,4.307138,-2.0
4.4,-0.455972,-1.4246,4.31969,-2.0
4.401,-0.457392,-1.4203,4.332195,-2.0
4.402,-0.458808,-1.416,4.344654,-2.0
4.403,-0.46022,-1.4116,4.357066,-2.0
4.404,-0.461627,-1.4073,4.36943,-2.0
4.405,-0.46303,-1.4029,4.381748,-2.0
4.406,-0.464429,-1.3985,4.394018,-2.0
4.407,-0.465823,-1.3941,4.406242,-2.0
4.408,-0.467213,-1.3897,4.418418,-2.0
4.409,-0.468598,-1.3853,4.430547,-2.0
4.41,-0.469979,-1.3809,4.442629,-2.0
4.411,-0.471355,-1.3764,4.454664,-2.0
4.412,-0.472727,-1.372,4.466651,-2.0
4.413,-0.474095,-1.3675,4.478591,-2.0
4.414,-0.475458,-1.363,4.490483,-2.0
4.415,-0.476816,-1.3585,4.502328,-2.0
4.416,-0.47817,-1.354,4.514125,-2.0
4.417,-0.47952,-1.3495,4.525875,-2.0
4.418,-0.480865,-1.345,4.537578,-2.0
4.419,-0.482205,-1.3405,4.549232,-2.0
4.42,-0.483541,-1.3359,4.560839,-2.0
4.421,-0.484873,-1.3313,4.572398,-2.0
4.422,-0.486199,-1.3268,4.58391,-2.0
4.423,-0.487522,-1.3222,4.595373,-2.0
4.424,-0.488839,-1.3176,4.606789,-2.0
4.425,-0.490152,-1.313,4.618157,-2.0
4.426,-0.491461,-1.3084,4.629477,-2.0
4.427,-0.492764,-1.3037,4.640749,-2.0
4.428,-0.494063,-1.2991,4.651973,-2.0
4.429,-0.495358,-1.2945,4.663149,-2.0
4.43,-0.496648,-1.2898,4.674277,-2.0
4.431,-0.497933,-1.2851,4.685357,-2.0
4.432,-0.499213,-1.2804,4.696389,-2.0
4.433,-0.500489,-1.2757,4.707373,-2.0
4.434,-0.50176,-1.271,4.718308,-2.0
4.435,-0.503026,-1.2663,4.729196,-2.0
4.436,-0.504288,-1.2616,4.740035,-2.0
4.437,-0.505545,-1.2568,4.750826,-2.0
4.438,-0.506797,-1.2521,4.761569,-2.0
4.439,-0.508044,-1.2473,4.772263,-2.0
4.44,-0.509287,-1.2426,4.782909,-2.0
4.441,-0.510524,-1.2378,4.793507,-2.0
4.442,-0.511757,-1.233,4.804057,-2.0
4.443,-0.512985,-1.2282,4.814558,-2.0
4.444,-0.514209,-1.2234,4.825011,-2.0
4.445,-0.515427,-1.2185,4.835415,-2.0
4.446,-0.516641,-1.2137,4.845771,-2.0
4.447,-0.51785,-1.2089,4.856079,-2.0
4.448,-0.519054,-1.204,4.866338,-2.0
4.449,-0.520253,-1.1991,4.876548,-2.0
4.45,-0.521447,-1.1943,4.88671,-2.0
4.451,-0.522637,-1.1894,4.896824,-2.0
4.452,-0.523821,-1.1845,4.906889,-2.0
4.453,-0.525001,-1.1796,4.916905,-2.0
4.454,-0.526175,-1.1746,4.926873,-2.0
4.455,-0.527345,-1.1697,4.936793,-2.0
4.456,-0.52851,-1.1648,4.946664,-2.0
4.457,-0.52967,-1.1598,4.956486,-2.0
4.458,-0.530825,-1.1549,4.966259,-2.0
4.459,-0.531974,-1.1499,4.975984,-2.0
4.46,-0.533119,-1.1449,4.985661,-2.0
4.461,-0.534259,-1.1399,4.995289,-2.0
4.462,-0.535394,-1.135,5.004868,-2.0
4.463,-0.536524,-1.1299,5.014398,-2.0
4.464,-0.537649,-1.1249,5.02388,-2.0
4.465,-0.538769,-1.1199,5.033313,-2.0
4.466,-0.539884,-1.1149,5.042698,-2.0
4.467,-0.540994,-1.1098,5.052034,-2.0
4.468,-0.542099,-1.1048,5.061321,-2.0
4.469,-0.543198,-1.0997,5.070559,-2.0
4.47,-0.544293,-1.0947,5.079749,-2.0
4.471,-0.545383,-1.0896,5.08889,-2.0
4.472,-0.546467,-1.0845,5.097982,-2.0
4.473,-0.547546,-1.0794,5.107026,-2.0
4.474,-0.548621,-1.0743,5.116021,-2.0
4.475,-0.54969,-1.0692,5.124967,-2.0
4.476,-0.550754,-1.064,5.133865,-2.0
4.477,-0.551813,-1.0589,5.142714,-2.0
4.478,-0.552867,-1.0538,5.151514,-2.0
4.479,-0.553915,-1.0486,5.160266,-2.0
4.48,-0.554959,-1.0434,5.168969,-2.0
4.481,-0.555997,-1.0383,5.177623,-2.0
4.482,-0.55703,-1.0331,5.186228,-2.0
4.483,-0.558058,-1.0279,5.194785,-2.0
4.484,-0.559081,-1.0227,5.203293,-2.0
4.485,-0.560098,-1.0175,5.211752,-2.0
4.486,-0.56111,-1.0123,5.220163,-2.0
4.487,-0.562118,-1.0071,5.228525,-2.0
4.488,-0.563119,-1.0019,5.236838,-2.0
4.489,-0.564116,-0.9966,5.245103,-2.0
4.49,-0.565107,-0.9914,5.253319,-2.0
4.491,-0.566093,-0.9861,5.261486,-2.0
4.492,-0.567074,-0.9809,5.269605,-2.0
4.493,-0.56805,-0.9756,5.277675,-2.0
4.494,-0.56902,-0.9703,5.285696,-2.0
4.495,-0.569985,-0.965,5.293669,-2.0
4.496,-0.570945,-0.9597,5.301593,-2.0
4.497,-0.571899,-0.9544,5.309468,-2.0
4.498,-0.572849,-0.9491,5.317295,-2.0
4.499,-0.573792,-0.9438,5.325074,-2.0
4.5,-0.574731,-0.9385,5.332803,-2.0
4.501,-0.575664,-0.9331,5.340485,-2.0
4.502,-0.576592,-0.9278,5.348117,-2.0
4.503,-0.577514,-0.9225,5.355701,-2.0
4.504,-0.578431,-0.9171,5.363237,-2.0
4.505,-0.579343,-0.9117,5.370723,-2.0
4.506,-0.580249,-0.9064,5.378162,-2.0
4.507,-0.58115,-0.901,5.385552,-2.0
4.508,-0.582046,-0.8956,5.392893,-2.0
4.509,-0.582936,-0.8902,5.400186,-2.0
4.51,-0.583821,-0.8848,5.40743,-2.0
4.511,-0.584701,-0.8794,5.414626,-2.0
4.512,-0.585574,-0.874,5.421774,-2.0
4.513,-0.586443,-0.8686,5.428873,-2.0
4.514,-0.587306,-0.8631,5.435923,-2.0
4.515,-0.588164,-0.8577,5.442925,-2.0
4.516,-0.589016,-0.8523,5.449879,-2.0
4.517,-0.589863,-0.8468,5.456785,-2.0
4.518,-0.590704,-0.8414,5.463642,-2.0
4.519,-0.59154,-0.8359,5.47045,-2.0
4.52,-0.592371,-0.8304,5.477211,-2.0
4.521,-0.593196,-0.8249,5.483923,-2.0
4.522,-0.594015,-0.8195,5.490586,-2.0
4.523,-0.594829,-0.814,5.497202,-2.0
4.524,-0.595637,-0.8085,5.503769,-2.0
4.525,-0.59644,-0.803,5.510288,-2.0
4.526,-0.597238,-0.7975,5.516758,-2.0
4.527,-0.59803,-0.7919,5.523181,-2.0
4.528,-0.598816,-0.7864,5.529555,-2.0
4.529,-0.599597,-0.7809,5.535881,-2.0
4.53,-0.600373,-0.7754,5.542158,-2.0
4.531,-0.601142,-0.7698,5.548388,-2.0
4.532,-0.601907,-0.7643,5.554569,-2.0
4.533,-0.602665,-0.7587,5.560703,-2.0
4.534,-0.603418,-0.7531,5.566788,-2.0
4.535,-0.604166,-0.7476,5.572825,-2.0
4.536,-0.604908,-0.742,5.578814,-2.0
4.537,-0.605644,-0.7364,5.584755,-2.0
4.538,-0.606375,-0.7308,5.590647,-2.0
4.539,-0.607101,-0.7253,5.596492,-2.0
4.54,-0.60782,-0.7197,5.602289,-2.0
4.541,-0.608534,-0.7141,5.608038,-2.0
4.542,-0.609243,-0.7084,5.613739,-2.0
4.543,-0.609946,-0.7028,5.619392,-2.0
4.544,-0.610643,-0.6972,5.624997,-2.0
4.545,-0.611334,-0.6916,5.630554,-2.0
4.546,-0.61202,-0.686,5.636063,-2.0
4.547,-0.612701,-0.6803,5.641524,-2.0
4.548,-0.613375,-0.6747,5.646937,-2.0
4.549,-0.614044,-0.669,5.652303,-2.0
4.55,-0.614708,-0.6634,5.657621,-2.0
4.551,-0.615365,-0.6577,5.662891,-2.0
4.552,-0.616017,-0.6521,5.668113,-2.0
4.553,-0.616664,-0.6464,5.673287,-2.0
4.554,-0.617305,-0.6407,5.678414,-2.0
4.555,-0.61794,-0.635,5.683492,-2.0
4.556,-0.618569,-0.6294,5.688524,-2.0
4.557,-0.619193,-0.6237,5.693507,-2.0
4.558,-0.619811,-0.618,5.698443,-2.0
4.559,-0.620423,-0.6123,5.703331,-2.0
4.56,-0.621029,-0.6066,5.708171,-2.0
4.561,-0.62163,-0.6009,5.712964,-2.0
4.562,-0.622225,-0.5952,5.717709,-2.0
4.563,-0.622815,-0.5894,5.722407,-2.0
4.564,-0.623399,-0.5837,5.727057,-2.0
4.565,-0.623977,-0.578,5.73166,-2.0
4.566,-0.624549,-0.5723,5.736215,-2.0
4.567,-0.625115,-0.5665,5.740722,-2.0
4.568,-0.625676,-0.5608,5.745182,-2.0
4.569,-0.626231,-0.555,5.749595,-2.0
4.57,-0.62678,-0.5493,5.75396,-2.0
4.571,-0.627324,-0.5435,5.758277,-2.0
4.572,-0.627862,-0.5378,5.762547,-2.0
4.573,-0.628394,-0.532,5.76677,-2.0
4.574,-0.62892,-0.5262,5.770946,-2.0
4.575,-0.62944,-0.5205,5.775074,-2.0
4.576,-0.629955,-0.5147,5.779155,-2.0
4.577,-0.630464,-0.5089,5.783188,-2.0
4.578,-0.630967,-0.5031,5.787174,-2.0
4.579,-0.631465,-0.4973,5.791113,-2.0
4.58,-0.631956,-0.4916,5.795004,-2.0
4.581,-0.632442,-0.4858,5.798849,-2.0
4.582,-0.632922,-0.48,5.802646,-2.0
4.583,-0.633396,-0.4742,5.806396,-2.0
4.584,-0.633864,-0.4683,5.810098,-2.0
4.585,-0.634327,-0.4625,5.813754,-2.0
4.586,-0.634784,-0.4567,5.817362,-2.0
4.587,-0.635234,-0.4509,5.820923,-2.0
4.588,-0.63568,-0.4451,5.824437,-2.0
4.589,-0.636119,-0.4393,5.827904,-2.0
4.59,-0.636552,-0.4334,5.831324,-2.0
4.591,-0.63698,-0.4276,5.834697,-2.0
4.592,-0.637402,-0.4218,5.838022,-2.0
4.593,-0.637818,-0.4159,5.841301,-2.0
4.594,-0.638228,-0.4101,5.844532,-2.0
4.595,-0.638632,-0.4042,5.847717,-2.0
4.596,-0.63903,-0.3984,5.850854,-2.0
4.597,-0.639423,-0.3925,5.853945,-2.0
4.598,-0.63981,-0.3867,5.856989,-2.0
4.599,-0.64019,-0.3808,5.859985,-2.0
4.6,-0.640565,-0.375,5.862935,-2.0
4.601,-0.640934,-0.3691,5.865838,-2.0
4.602,-0.641298,-0.3632,5.868693,-2.0
4.603,-0.641655,-0.3574,5.871502,-2.0
4.604,-0.642007,-0.3515,5.874264,-2.0
4.605,-0.642352,-0.3456,5.87698,-2.0
4.606,-0.642692,-0.3398,5.879648,-2.0
4.607,-0.643026,-0.3339,5.88227,-2.0
4.608,-0.643354,-0.328,5.884844,-2.0
4.609,-0.643676,-0.3221,5.887372,-2.0
4.61,-0.643992,-0.3162,5.889853,-2.0
4.611,-0.644303,-0.3103,5.892288,-2.0
4.612,-0.644607,-0.3044,5.894675,-2.0
4.613,-0.644905,-0.2985,5.897016,-2.0
4.614,-0.645198,-0.2926,5.89931,-2.0
4.615,-0.645485,-0.2867,5.901557,-2.0
4.616,-0.645766,-0.2808,5.903758,-2.0
4.617,-0.646041,-0.2749,5.905912,-2.0
4.618,-0.64631,-0.269,5.908019,-2.0
4.619,-0.646573,-0.2631,5.910079,-2.0
4.62,-0.64683,-0.2572,5.912093,-2.0
4.621,-0.647081,-0.2513,5.91406,-2.0
4.622,-0.647327,-0.2454,5.915981,-2.0
4.623,-0.647566,-0.2395,5.917854,-2.0
4.624,-0.6478,-0.2336,5.919682,-2.0
4.625,-0.648027,-0.2276,5.921462,-2.0
4.626,-0.648249,-0.2217,5.923196,-2.0
4.627,-0.648465,-0.2158,5.924884,-2.0
4.628,-0.648675,-0.2099,5.926524,-2.0
4.629,-0.648879,-0.2039,5.928118,-2.0
4.63,-0.649077,-0.198,5.929666,-2.0
4.631,-0.649269,-0.1921,5.931167,-2.0
4.632,-0.649455,-0.1862,5.932622,-2.0
4.633,-0.649635,-0.1802,5.93403,-2.0
4.634,-0.64981,-0.1743,5.935391,-2.0
4.635,-0.649978,-0.1684,5.936706,-2.0
4.636,-0.65014,-0.1624,5.937974,-2.0
4.637,-0.650297,-0.1565,5.939196,-2.0
4.638,-0.650447,-0.1505,5.940371,-2.0
4.639,-0.650592,-0.1446,5.9415,-2.0
4.64,-0.650731,-0.1387,5.942582,-2.0
4.641,-0.650863,-0.1327,5.943618,-2.0
4.642,-0.65099,-0.1268,5.944608,-2.0
4.643,-0.651111,-0.1208,5.94555,-2.0
4.644,-0.651226,-0.1149,5.946447,-2.0
4.645,-0.651335,-0.1089,5.947297,-2.0
4.646,-0.651438,-0.103,5.9481,-2.0
4.647,-0.651535,-0.097,5.948857,-2.0
4.648,-0.651626,-0.0911,5.949568,-2.0
4.649,-0.651711,-0.0851,5.950232,-2.0
4.65,-0.65179,-0.0792,5.950849,-2.0
4.651,-0.651863,-0.0732,5.95142,-2.0
4.652,-0.651931,-0.0673,5.951945,-2.0
4.653,-0.651992,-0.0613,5.952423,-2.0
4.654,-0.652047,-0.0554,5.952855,-2.0
4.655,-0.652097,-0.0494,5.953241,-2.0
4.656,-0.65214,-0.0435,5.95358,-2.0
4.657,-0.652178,-0.0375,5.953872,-2.0
4.658,-0.652209,-0.0316,5.954118,-2.0
4.659,-0.652235,-0.0256,5.954318,-2.0
4.66,-0.652255,-0.0197,5.954471,-2.0
4.661,-0.652268,-0.0137,5.954578,-2.0
4.662,-0.652276,-0.0078,5.954639,-2.0
4.663,-0.652278,-0.0018,5.954653,-2.0
4.664,-0.652274,0.0042,5.95462,-2.0
4.665,-0.652264,0.0101,5.954541,-2.0
4.666,-0.652248,0.0161,5.954416,-2.0
4.667,-0.652226,0.022,5.954244,-2.0
4.668,-0.652198,0.028,5.954026,-2.0
4.669,-0.652164,0.0339,5.953762,-2.0
4.67,-0.652124,0.0399,5.953451,-2.0
4.671,-0.652078,0.0458,5.953093,-2.0
4.672,-0.652026,0.0518,5.95269,-2.0
4.673,-0.651968,0.0577,5.952239,-2.0
4.674,-0.651905,0.0637,5.951743,-2.0
4.675,-0.651835,0.0696,5.951199,-2.0
4.676,-0.651759,0.0756,5.95061,-2.0
4.677,-0.651678,0.0815,5.949974,-2.0
4.678,-0.65159,0.0875,5.949291,-2.0
4.679,-0.651497,0.0934,5.948562,-2.0
4.68,-0.651398,0.0994,5.947787,-2.0
4.681,-0.651292,0.1053,5.946965,-2.0
4.682,-0.651181,0.1113,5.946097,-2.0
4.683,-0.651064,0.1172,5.945182,-2.0
4.684,-0.65094,0.1232,5.944221,-2.0
4.685,-0.650811,0.1291,5.943213,-2.0
4.686,-0.650676,0.1351,5.942159,-2.0
4.687,-0.650535,0.141,5.941058,-2.0
4.688,-0.650388,0.147,5.939911,-2.0
4.689,-0.650235,0.1529,5.938717,-2.0
4.69,-0.650077,0.1588,5.937477,-2.0
4.691,-0.649912,0.1648,5.93619,-2.0
4.692,-0.649741,0.1707,5.934857,-2.0
4.693,-0.649564,0.1766,5.933477,-2.0
4.694,-0.649382,0.1826,5.932051,-2.0
4.695,-0.649193,0.1885,5.930578,-2.0
4.696,-0.648999,0.1944,5.929058,-2.0
4.697,-0.648799,0.2004,5.927492,-2.0
4.698,-0.648592,0.2063,5.925879,-2.0
4.699,-0.64838,0.2122,5.92422,-2.0
4.7,-0.648162,0.2181,5.922514,-2.0
4.701,-0.647938,0.2241,5.920762,-2.0
4.702,-0.647708,0.23,5.918963,-2.0
